Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
62,LL-M288,S,120,119.5,1106,1463,1798,13.0405608,NA,0.505939028,0.797404954,0.734827978,0.343200226,0.286484493,0.937583072,-0.370215684,NA,0.289170622,0.582300747,0.324369638,1.00528667,0.352828805,0.427408125,0.774902319,0.714549331,0.508467591,0.828469111,0.497068955,0.022503888,NA,0.296424601,0.679969434,3.84352421,-0.143396165,0.168868092,0.61872413,0.261292282,0.449286301,0.647269084,-0.377265382,0.354426188,-0.305237681,0.036936546,0.356620283,0.454023883,0.2397248,0.373668178,0.390595231,-15.18597489,NA,1,0.040908112,0.877558225
548,NA,S,NA,120.5,1119,1474,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,LL-M289,S,122,121.5,1130,1487,1817,20.81236155,NA,0.521132228,0.903301806,0.727545476,0.351918244,0.290043307,0.724227385,-0.37121065,NA,0.312780773,0.636697041,0.349933441,1.138938359,0.354924396,0.418330514,0.742044946,0.745646989,1.121965038,0.889594632,0.608154469,0.366516194,NA,0.305422798,-2.270172687,-0.037380703,1.906547683,0.35396445,0.684411084,0.27236987,0.443976305,1.254610015,-0.273666574,0.374567113,-0.76571236,0.046841278,-13.11559184,0.463696074,0.247759055,0.382669546,0.395447345,0.866103617,NA,1,0.039258463,0.944127464
549,NA,S,NA,122.5,1136,1499,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,LL-M290,S,124,123.5,1149,1511,1838,-9.033030614,NA,0.469153545,0.987644998,0.684731879,0.327837005,0.256758422,0.64071706,-0.295533578,NA,0.295851408,0.609925217,0.301058034,1.160161624,0.33844494,0.413715416,0.734727208,0.702554657,1.066220643,0.834883703,0.588357695,0.350581647,NA,0.267648051,1.64284178,-0.253493995,0.264939571,0.100395026,0.61480722,0.254440217,0.413774988,0.910231607,-0.230781992,0.35861527,-0.340116881,0.036142074,-3.23887013,0.423395291,0.230313152,0.351737849,0.371964053,5.448772328,NA,1,0.03544924,0.850817198
550,NA,S,NA,124.5,1164,1524,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,LL-M291,S,126,125.5,1183,1537,1862,2.766548927,NA,0.443407238,0.634122683,0.655920275,0.315265324,0.263613882,0.607365135,-0.442369089,NA,0.301219398,0.616553732,0.338246414,0.964254561,0.334845685,0.428541833,0.709875551,0.674355931,1.027682185,0.83442932,0.591065969,0.362019062,NA,0.304618452,-0.790325129,-0.048692623,-0.654895894,0.754562486,0.574877538,0.256377694,0.395121075,1.137162939,-0.459999018,0.369971197,1.12684149,0.0397356,-2.693548012,0.401636509,0.228828218,0.349346581,0.364555548,0.219822675,NA,1,0.039986439,0.885915922
551,NA,S,NA,126.5,1210,1550,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,LL-M292,S,128,127.5,1226,1560,1883,3.008680517,NA,0.509081506,0.834179335,0.717804035,0.344708561,0.274477365,0.607317979,-0.463954795,NA,0.321865833,0.614360119,0.342177148,1.048719315,0.351621157,0.447834025,0.702011783,0.702699782,1.032701101,0.853946952,0.591891554,0.377394389,NA,0.302089668,0.571369528,0.096684926,0.538604928,8.33065101,0.644411598,0.27069889,0.388214735,1.451630081,-0.24772583,0.362723792,-1.027651498,0.03646092,9.899340675,0.441487812,0.246239061,0.383266307,0.40016713,0.288532994,NA,1,0.041604804,0.924434005
552,NA,S,NA,128.5,1245,1571,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,D1,NA,129,1253,1577,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,LL-M293,S,130,129.5,1257,1581,1910,2.88928845,NA,0.539249299,0.8296497,0.753084574,0.347951695,0.277748874,0.596206852,-0.392365459,NA,0.339856634,0.638127994,0.332428511,1.171508434,0.326839515,0.477159052,0.764957693,0.747146071,1.000355706,0.891504804,0.566699435,0.406347927,NA,0.295376564,1.466100677,-0.063566123,-0.264041366,0.319015358,0.680212243,0.297221266,0.437710487,1.203161682,-0.26605318,0.415621011,0.922485941,0.035500593,-30.62835285,0.465303982,0.265551929,0.395466626,0.407577632,0.267024565,NA,1,0.041338106,0.927807853
553,NA,S,NA,130.5,1271,1592,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,LL-M294,S,132,131.5,1284,1605,1932,1.401479391,NA,0.518783527,0.762030349,0.806908135,0.37680698,0.316986712,0.527261328,-0.97974271,NA,0.357251641,0.538945231,0.313720414,0.888558249,0.267939192,0.507560622,0.796819171,0.73048245,0.706966861,0.485218107,0.569444719,0.359054393,NA,0.417900845,7.529170766,0.456778098,-15.4857434,0.331477423,0.59913644,0.322854926,0.298997748,0.347468191,2.320443232,0.419917984,-2.693483675,0.061268604,0.701066077,0.394960919,0.300098478,0.447101683,0.459183069,0.581596905,NA,1,0.061136174,0.912711111
281,NA,D1,NA,132,1291,1612,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,LL-M295,S,134,133.5,1310,1631,1956,2.587712898,NA,0.462631096,0.72554736,0.739333612,0.363007215,0.302826652,0.602993878,-0.63470735,NA,0.328131976,0.579814214,0.31102213,0.666443045,0.274930123,0.442369349,0.702621764,0.721426647,1.040911598,0.797344691,0.643875017,0.402714413,NA,0.355441933,4.625495218,0.0710362,-0.615535809,0.09838842,0.647821183,0.286822737,0.421373919,1.391090859,-1.148155515,0.421811565,-0.310157666,0.048329176,-5.891986886,0.489027996,0.27541087,0.417209756,0.426665289,0.757176475,NA,1,0.047852431,0.982340386
282,NA,D1,NA,135,1330,1651,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,LL-M296,S,136,135.5,1338,1657,1976,1.922636806,NA,0.513491628,0.801806288,0.828136108,0.408128643,0.330354559,0.682668324,-0.46466941,NA,0.376010883,0.724918976,0.381751095,0.897840127,0.336236646,0.520697402,0.789575562,0.771254085,1.176591452,0.953344959,0.668431932,0.372507127,NA,0.379276198,3.807693242,-0.083912132,0.422511263,-0.321144162,0.635481732,0.331675124,0.479398569,1.306429211,-0.632990563,0.469262953,-0.398951441,0.077413003,7.241631313,0.494862014,0.319780908,0.480542722,0.482534438,0.283082312,NA,1,0.051074255,1.055617542
71,LL-M297,S,138,137.5,1365,1681,1994,1.645539119,NA,0.603040297,1.010685577,0.83787489,0.406060388,0.293766373,0.660476204,-0.58539505,NA,0.40003841,0.695998996,0.423090833,1.206710786,0.388245727,0.537382703,0.807712904,0.774942817,1.12345926,0.99670555,0.720713561,0.526846868,NA,0.372049772,-19.76102126,-0.069871102,-0.479698681,-0.434546269,0.577149781,0.339229029,0.527178533,1.389822557,-0.449576505,0.525005806,-0.601446652,0.04947652,3.867849402,0.460603937,0.315443503,0.48108609,0.488594592,0.427993047,NA,1,0.050067495,1.06833175
283,NA,D1,NA,138,1371,1688,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,LL-M5,D1,14,139,1377,1701,2008,0.144240446,NA,0.165369785,0.145992009,0.22585154,0.137755656,0.114975617,0.189693146,0.080975747,0.088803141,0.123079896,0.256687676,0.128253064,1.520428692,0.129208646,0.163267155,0.271522004,0.256897497,0.618988033,0.193211877,0.201593879,0.143155396,NA,0.048260979,0.13774238,0.044523172,0.119813242,0.059006956,0.235100679,0.098105706,0.088958688,0.135820398,0.040296107,0.171481752,-0.143144324,-0.011938419,0.259974067,0.153361873,0.090781031,0.133683675,0.141159672,0.007986061,NA,1,-0.012677019,0.333164962
284,NA,D1,NA,141,1401,1725,2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,LL-M6,D1,17,142,1420,1735,2040,0.345783658,NA,0.333953516,0.282148441,0.420875387,0.264217865,0.238398641,0.387461513,0.219928483,0.241187527,0.231180007,0.555726605,0.24176619,1.788325376,0.268592627,0.331307665,0.491184275,0.524040662,1.036144755,0.35905315,0.382419441,0.237989776,NA,0.1000123,0.385895359,0.06430963,0.135221184,-0.574718216,0.424877317,0.183755579,0.187966346,0.253469615,0.054635828,0.302046419,3.071064575,-0.019607689,0.564390337,0.283424274,0.168618024,0.249263813,0.261654776,0.023432056,NA,1,-0.031442542,0.634176363
285,NA,D1,NA,144,1454,1759,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,LL-M7,D1,20,145,1467,1772,2076,0.456114593,NA,0.35658445,0.310454517,0.468628555,0.290935941,0.557112494,0.346602705,0.190463705,0.208874583,0.261658762,0.519201477,0.216639775,-7.079934295,0.247967435,0.417395753,0.43772857,0.446007949,0.644047025,0.267039812,0.396175654,0.213277408,NA,0.093573207,0.296673057,0.149497194,-0.897929809,0.065558232,0.488942133,0.20256154,0.139268549,0.135785797,0.022776349,0.332629383,1.002724051,-0.027121194,0.26515905,0.315794323,0.185279293,0.271790113,0.290696537,0.020787348,NA,1,-0.02405039,0.582296875
286,NA,D1,NA,147,1493,1795,2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,LL-M8,D1,23,148,1506,1807,2104,0.432252229,NA,0.399515408,0.360922037,0.53356936,0.341041734,0.307298468,0.495659828,0.247611789,0.271546796,0.281659697,0.662216364,0.289925498,1.509268008,0.327012063,0.363465177,0.621503289,0.640021447,1.258148916,0.488132373,0.533112741,0.276625861,NA,0.134939026,1.502644146,0.023099013,0.500521751,0.20644307,0.544169794,0.2298393,0.295871467,0.366054976,0.05632641,0.361514712,-1.253656865,-0.070965217,1.273373078,0.355188753,0.21575232,0.321916969,0.344010478,0.037927533,NA,1,-0.051770027,0.807417044
287,NA,D1,NA,150,1529,1833,2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,LL-M9,D1,26,151,1545,1847,2145,0.36615277,NA,0.273546463,0.23642643,0.357303532,0.240416863,0.211936714,0.324321401,0.18509818,0.202990407,0.204701527,0.500370335,0.204116846,1.982513061,0.262804979,0.283658465,0.469099873,0.448385373,0.906003975,0.341245858,0.382492058,0.240484091,NA,0.087979863,1.050864751,0.14562421,0.30196035,0.031445989,0.41755603,0.161511006,0.202535203,0.266298859,0.035345816,0.28628611,1.516318619,-0.037584615,0.714612718,0.245204536,0.148582207,0.226451552,0.238394464,0.026591423,NA,1,-0.0397833,0.580894341
288,NA,D1,NA,153,1569,1873,2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,LL-M10,D1,29,154,1583,1885,2188,0.378831297,NA,0.328074749,0.294897483,0.445668922,0.295980319,0.252536593,0.380213914,0.206572502,0.226540511,0.236757426,0.43568226,0.226730979,1.804366348,0.20580124,0.339369311,0.410894537,0.424805556,0.585088163,0.282322024,0.44512125,0.21425618,NA,0.116360465,0.93123418,0.019416561,1.656102584,0.110267354,0.465513983,0.193833773,0.172562003,0.154760892,0.039604588,0.321568182,-0.575100211,-0.057343961,0.384435011,0.296213557,0.18266175,0.277300055,0.297352235,0.029704492,NA,1,-0.046826565,0.645990029
289,NA,D1,NA,156,1611,1912,2209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,LL-M11,D1,32,157,1633,1927,2217,0.311271512,NA,0.211280775,0.188946834,0.284676985,0.204662899,0.176170144,0.284565875,0.129708982,0.142247099,0.165046183,0.40500525,0.204192336,3.883305792,0.214820782,0.23597684,0.428747196,0.425569327,0.86848663,0.282169375,0.335605935,0.217755827,NA,0.077827983,0.381785943,0.010113137,-0.457031601,0.053473441,0.324592508,0.130966882,0.173412062,0.211771587,0.075079743,0.225253131,-0.315043059,-0.111096229,0.770975957,0.210024652,0.12577845,0.19255574,0.205298363,0.026411157,NA,1,-0.037360139,0.515258298
290,NA,D1,NA,159,1658,1956,2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,LL-M12,D1,35,160,1669,1969,2261,0.273497418,NA,0.177977196,0.173043809,0.262679219,0.18218099,0.16611267,0.251924495,0.150989363,0.165584514,0.143125987,0.33602017,0.163086757,1.458492172,0.169982898,0.20529647,0.341048907,0.369497694,0.663473682,0.23135139,0.315155959,0.196414598,NA,0.067001106,0.304125361,0.023286828,0.232866045,0.080108887,0.297046815,0.116062851,0.144434471,0.190798659,0.093023802,0.203974448,-0.109289992,-0.088503897,0.623703252,0.18090014,0.113246177,0.172028691,0.190202895,0.02231678,NA,1,-0.040928032,0.430839348
291,NA,D1,NA,162,1685,1994,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,LL-M13,D1,38,163,1694,2007,2289,0.50798271,NA,0.141487286,0.12146095,0.179199116,0.123919666,0.130198781,0.219086879,-0.140800898,NA,0.102831448,0.650014035,0.130251535,-2.051108822,0.23387148,0.139516083,0.263835011,0.249001848,0.546614471,0.170915127,0.21941152,0.127371605,NA,0.037993455,0.228827342,-0.001949194,0.18514287,0.087440136,0.212212433,0.082618335,0.128034443,0.186603997,0.053993291,0.13377708,-0.054032741,0.031261568,0.406776287,0.139914411,0.076696683,0.1172478,0.125118205,0.020819334,NA,1,-0.038602902,0.322355223
292,NA,D1,NA,165,1708,2030,2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,LL-M14,D1,41,166,1727,2041,2317,0.507350469,NA,0.302360178,0.277086444,0.426286382,0.291210022,0.262594398,0.342363143,0.186199732,0.204198439,0.244034079,0.494695645,0.261216795,1.769305343,0.24522487,0.317556945,0.382591373,0.393290719,0.649465216,0.301846895,0.459638751,0.252524457,NA,0.118252505,0.377318493,0.013635226,0.237945774,3.519497697,0.4198841,0.194776903,0.204860648,0.184538585,0.045849323,0.311865694,-0.21647734,-0.08206509,0.548164673,0.298072403,0.188688936,0.29534908,0.308770933,0.037773833,NA,1,-0.069162853,0.661065507
293,NA,D1,NA,168,1752,2067,2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,LL-M15,D1,44,169,1759,2079,2353,0.413693574,NA,0.240861352,0.213467396,0.341854755,0.243083917,0.20733235,0.287376556,0.181018059,0.198515888,0.19835269,0.421230738,0.236458667,4.872593697,0.230337736,0.239195838,0.384292209,0.397151503,0.532406913,0.244566215,0.396776703,0.224339998,NA,0.091848465,0.33068885,0.018823639,0.684072047,0.211603481,0.352174403,0.154804738,0.186233079,0.148244104,0.039804846,0.266393238,-0.121573652,-0.046096271,0.325356423,0.242095792,0.153854479,0.236370359,0.251600807,0.038138526,NA,1,-0.054118877,0.546824291
294,NA,D1,NA,171,1785,2103,2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,LL-M16,D1,47,172,1796,2116,2381,0.533627726,NA,0.265247626,0.223885847,0.36933863,0.271208736,0.238537568,0.161121923,0.199345433,0.218614849,0.208033455,0.624237023,0.287535333,2.158277676,0.298216154,0.260543636,0.420340389,0.435285569,0.323201419,0.392596404,0.030444052,0.01612166,NA,0.098759722,0.379465942,0.027237121,1.524135149,0.097765665,0.40531821,0.169326055,0.258705081,0.283792129,0.074092506,0.340962442,-0.123468494,-0.043349029,0.067982618,0.306117573,0.166216509,0.266838957,0.280036332,0.042368324,NA,1,-0.059563163,0.692639724
295,NA,D1,NA,174,1823,2140,2396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,LL-M17,D1,50,175,1837,2153,2406,0.224055146,NA,0.11770293,0.112302959,0.178430561,0.129643268,0.107081978,0.129294582,0.078678314,0.086283631,0.10571651,0.288790648,0.136101413,1.55838348,0.127846433,0.118704335,0.205924331,0.215252438,0.343123028,0.140886227,0.210427495,0.145322997,NA,0.046258053,0.125196878,0.008883993,0.060885401,0.028279025,0.194633001,0.080250622,0.10239454,0.080140536,0.025686356,0.187672206,-0.03288065,0.169240273,0.148806369,0.140434684,0.07748642,0.124025193,0.132312685,0.019207877,NA,1,-0.029702196,0.294967429
296,NA,D1,NA,177,1869,2181,2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,LL-M18,D1,53,178,1878,2194,2434,0.340747606,NA,0.158703117,0.152105838,0.246426008,0.177082377,0.152740597,0.188514928,0.122370464,0.134199214,0.144449757,0.337638995,0.159486536,1.41279323,0.163317461,0.180573436,0.264620442,0.292047385,0.427979021,0.17631036,0.297025202,0.189629033,NA,0.064518567,0.585152007,0.171233985,-1.471329771,0.081586846,0.278621471,0.11490584,0.128049441,0.125086341,0.037022778,0.205831358,-0.096720024,0.464262331,0.224308987,0.199256301,0.113087569,0.172716226,0.183477191,0.031741489,NA,1,-0.04767527,0.382563102
297,NA,D1,NA,180,1894,2220,2460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,LL-M19,D1,56,181,1913,2231,2469,0.425118638,NA,0.245113318,0.223715332,0.360612955,0.265399963,0.241045415,0.296207519,0.184555371,0.202395128,0.202566634,0.442201904,0.275698287,0.812682774,0.259356472,0.242777406,0.427464802,0.427766416,0.963193597,0.390582609,0.437740038,0.26750177,NA,0.118332676,0.342217093,0.019745656,-55.38744667,0.299192855,0.365214627,0.161476502,0.265218448,0.348037987,0.051837707,0.271000534,-0.293390317,-0.153322856,1.947572461,0.279973619,0.163139751,0.255840989,0.274001769,0.060725933,NA,1,-0.107479077,0.651009863
298,NA,D1,NA,183,1956,2258,2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,LL-M20,D1,59,184,1973,2270,2492,0.406251467,NA,0.292121352,0.255577818,0.395593763,0.277932739,0.236052481,0.320641227,0.159733389,0.175173768,0.243395485,0.560085971,0.276199557,1.934226048,0.303424905,0.279816523,0.562609444,0.580144901,1.019117201,0.394185467,0.46457585,0.267820225,NA,0.109738324,0.483102015,0.033122369,0.088441081,0.060920758,0.365299167,0.197736466,0.3191047,0.394202271,0.101566604,0.348888556,-0.134214067,0.155383636,2.432897368,0.270641162,0.181357023,0.265198432,0.281422651,0.059171349,NA,1,-0.107247939,0.605159959
299,NA,D1,NA,186,2007,2297,2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,LL-M21,D1,62,187,2030,2310,2517,0.48556299,NA,0.276765746,0.238042307,0.360448701,0.249878086,0.231393617,0.322150638,0.292161074,0.320402369,0.204412241,0.51864551,0.248730978,2.152604755,0.301002931,0.265007411,0.519627687,0.564475788,1.079301933,0.35378937,0.382206386,0.22679569,NA,0.089710165,0.41129971,0.046022064,2.263665206,-0.610276046,0.323523833,0.169208057,0.277180449,0.309684953,2.531562544,0.25607426,-0.123282351,0.083574398,1.388107116,0.236666757,0.164762584,0.233402383,0.249771933,0.06035316,NA,1,-0.130476188,0.516214316
300,NA,D1,NA,189,2060,2337,2538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,LL-M22,D1,65,190,2069,2349,2557,0.461822629,NA,0.266093356,0.212644487,0.332311002,0.225719891,0.178922223,0.261350241,0.150945175,0.165536055,0.203106668,0.41697797,0.212348753,4.371319843,0.230475048,0.255051153,0.367546783,0.364536909,0.530404384,0.228993188,0.341427044,0.202597824,NA,0.083505745,0.405907495,0.173934371,0.080754469,0.033999407,0.320055788,0.162476911,0.173480817,0.147897739,0.043259628,0.261660788,-1.45380626,0.093939861,0.230286358,0.230795475,0.154481659,0.218997501,0.235342324,0.04776574,NA,1,-0.066875869,0.43187453
301,NA,D1,NA,192,2111,2377,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,LL-M23,D1,68,193,2128,2393,2576,0.630943179,NA,0.379305102,0.323806549,0.51003188,0.353212061,0.312903863,0.416045519,0.239788246,0.262967003,0.310130088,0.749055342,0.395295183,1.957793085,0.439899681,0.396046564,0.775646981,0.763897089,1.158263905,0.477343461,0.549936442,0.321750857,NA,0.154201266,0.676020952,0.03274034,0.238557977,-0.815553226,0.427262411,0.246429883,0.442108241,0.515050427,0.327724168,0.371310007,-0.389705066,0.167125054,2.016121511,0.367092724,0.244365096,0.336181007,0.354320821,0.114211466,NA,1,-0.193047823,0.713459958
302,NA,D1,NA,195,2161,2420,2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,LL-M24,D1,71,196,2184,2431,2607,0.473171132,NA,0.28304249,0.242267844,0.36381168,0.244810377,0.207757163,0.322674375,0.207356402,0.227400186,0.210597308,0.514478217,0.235458364,-16.65684024,0.310915004,0.268295686,0.544005749,0.554129143,0.918084027,0.320593492,0.333722627,0.241292001,NA,0.083798302,0.411384432,0.020641654,-0.58054095,0.041852441,0.261260014,0.167389114,0.288306991,0.266287955,0.125371654,0.238710912,-0.86064921,0.752929458,0.651584469,0.208347035,0.16996443,0.240785248,0.248866205,0.067704722,NA,1,-0.121877865,0.512108912
303,NA,D1,NA,198,2221,2454,2620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
