Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U,ResMinMatterPct,DensDB,SedRate,OrgPct,S_V,C_V,AdAl_v,AdAl_s,L8,Bd35,C_pct,C_mol,N_pct,N_mol,CN_pct,CN_mol,d13C,HasLignin,HasMetals,HasCN,HasLOI,HasBDens
123,LL-M59,D2,38,293,3244,3595,4086.023,0.356815552,0,18.91078752,107.8744692,1187.929378,3122.682004,1908.548302,100.4499106,81.67014472,81.67014472,6813.124372,0.545923427,88.65796458,13.75727037,3.367255699,25.41819477,2196.795871,2083.243798,0.559025589,3.362888312,33.23581825,74.2455861,0,-5.32821265,0.559025589,-1.677076768,-0.078176235,-4.083507236,1.144255503,36.16196782,0.162030073,0.0290868,1.650872444,0.50661694,-0.001000132,-0.016159333,0.003389093,0.084727316,82.5436222,4.80412616,6.856798246,-0.034065622,0,1.118051179,0.000790497,0.29174148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
124,LL-M60,D2,41,296,3268,3633,4119,0.30415387,0,18.50698971,114.4443375,1232.080931,3134.331405,2175.473442,101.0409466,90.73064594,90.73064594,6804.798445,0.520670184,89.18410084,10.20719767,3.072469601,29.0750479,2036.284383,1928.026226,0.472727286,3.557053733,35.36433131,74.23416486,0,-6.237731908,0.339724407,0.209814619,-0.101556462,-8.299792043,1.139288225,36.13760386,0.171666506,0.056706654,0.195380198,0.515515034,-0.001345494,-0.02366214,0.00496441,0.087122041,80.42034526,4.820065565,6.907901452,-0.273738483,0,0.989788865,0.000156201,0.289203934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
125,LL-M61,D2,44,299,3287.977,3672,4162.023,0.306236614,0,16.62102068,109.8581162,1223.80803,3255.898572,2219.930845,112.7041813,81.96667734,81.96667734,6602.871231,0.448539873,87.65880772,6.659792534,2.498845233,24.41923929,1878.403022,1918.247935,0.481554229,2.92006288,37.90958827,72.85926875,0,-7.172084268,0.360881066,0.523675994,-0.626134341,0.796898252,1.22950016,35.86042134,0.173040763,0.026809934,1.474261766,0.648902862,-0.003267283,-0.030680583,0.003711269,0.088228021,77.98218608,5.031843248,7.001320356,0.084812743,0,0.979046424,0.000768438,0.292575501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
126,LL-M62,D2,47,302,3311,3711,4200,0.357171436,0,18.13721616,118.550519,1307.095466,3475.455387,2274.751412,123.1101544,101.8318561,101.8318561,6839.453021,0.531957457,96.25896844,12.36167805,3.348798849,26.44588501,1909.980584,1854.251708,0.526891196,3.247473619,37.38900985,70.92766095,0,-5.978188566,0.429618975,1.15004136,0.104871613,-2.345679073,1.160173883,36.42642016,0.171239639,0.021936912,1.013252299,0.572487549,-0.000230008,-0.020569022,0.001479348,0.089166202,79.5403055,5.268911957,7.34607917,-0.264965476,0,1.058848653,0.000916993,0.310055204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
127,LL-M63,D2,50,305,3336,3747.5,4242,0.317718341,0,16.196391,115.3928177,1298.81602,3679.116294,2188.84134,129.3641454,98.31675049,98.31675049,7140.900825,0.532980279,107.630969,23.69951143,5.138343854,29.08105988,1981.858707,1950.811312,0.636471595,3.01677187,38.03305874,67.78681218,0,-6.312970294,0.249414072,2.152619379,0.150062409,-4.03098677,1.097007953,38.75749795,0.200773154,0.030788667,0.983167505,0.636471595,-0.001412656,-0.02240587,0.005692022,0.081240683,83.8279662,5.133169289,7.244392141,-0.3027121,0,1.138404479,0.000462089,0.332207125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
128,LL-M64,D2,53,308,3358.931,3784,4274,-0.080108869,0,17.2377119,123.7395917,1323.226847,3025.540305,715.2577552,157.3567062,52.07076458,52.07076458,7367.154879,0.529290739,118.0175296,19.09738206,5.328670276,28.10962978,2868.183598,2760.894935,0.72956291,4.03405374,44.7036097,26.8936916,0,-8.869196165,0.422717333,-4.942431089,2.202993886,6.115453807,0.464917541,40.26901162,0.507117748,0.498534655,2.782352668,0.422002076,-0.003483305,-0.024604867,0.037479506,0.04334462,84.40041512,4.870905313,6.594676503,0.063872518,0,0.512124553,0.004262936,0.342608465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
129,LL-M65,D2,56,311,3383,3822,4302,0.068820978,0,16.16345894,118.7004016,1205.94557,2613.934376,1995.176963,114.9120909,62.00201829,62.00201829,6503.266684,0.54804228,107.3354695,9.155084167,4.274477228,24.93971204,1654.229001,1679.484406,0.590345083,4.400754251,48.67979236,28.41233017,0,-7.766036914,0.514578869,-2.790722208,0.373148603,-9.849607794,0.554356131,35.23128942,0.354838435,0.526575186,1.477441169,0.626965419,-0.003100101,-0.031695533,0.026328759,0.066926822,66.92682219,4.470206614,6.029727848,-0.074503444,0,0.644012817,0.004192397,0.337159651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
130,LL-M66,D2,59,314,3411.977,3862,4332.023,0.253398896,0,18.14336096,125.1790547,1277.130436,2777.251901,1961.307456,111.4955143,60.30893727,60.30893727,6639.051078,0.465747171,79.06045558,9.933236727,3.005310908,28.43135614,1535.59731,1621.752935,0.370469186,2.843135614,40.18906492,27.77251901,0,-6.385652182,0.527069704,-2.042395103,0.011149551,-7.196528649,0.75512871,36.0840028,0.191062768,0.063349724,0.800740512,0.65883713,-0.000805808,-0.026454845,0.005980214,0.081087647,69.43129753,4.799375092,6.436331961,1.327810216,0,0.800740512,-0.000522002,0.315735025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
131,LL-M67,D2,62,317,3445,3900,4360.046,0.169865283,0,16.80834798,124.7262571,1294.777335,2738.03831,2120.34637,124.1323225,72.46001601,72.46001601,7067.821234,0.730539506,114.6293696,6.830247411,4.424812453,31.06277736,2007.498804,1954.044694,0.67114605,4.573296093,40.20936954,28.21189148,0,-7.364788513,0.428820751,1.716470871,2.637069435,-7.602362336,0.861205108,37.77423786,0.405063368,0.480493057,1.104718277,0.586807343,-0.00317755,-0.018708939,0.021678611,0.093247726,73.05395057,4.769294497,6.473886677,0.10037494,0,0.623631285,0.003278519,0.355172865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
132,LL-M68,D2,65,320,3476,3937,4388,0.203015889,0,18.41048195,124.5905727,1245.905727,2636.425512,2007.910569,122.365741,51.56047361,51.56047361,6507.632592,0.432173549,88.99326621,5.840183095,2.330511159,30.81391843,1596.316713,1585.192554,0.38934554,3.009084814,37.93337972,21.52524627,0,-7.063840506,0.331499917,-3.759965498,0.928867216,-11.17977907,0.795377317,35.26358174,0.193004146,0.090105682,-0.800939396,0.527285102,-0.002986836,-0.02530746,0.004594277,0.06674495,69.52598923,4.633211922,6.062666261,0.080650148,0,0.634077022,-4.94E-05,0.310920224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
133,LL-M69,D2,68,323,3510,3977,4418.092,0.133854101,0,17.51823255,125.2183524,1295.362266,2960.828037,2158.93711,159.144507,77.72173597,77.72173597,6661.863083,0.606969748,116.582604,5.329490467,4.009454634,27.51102718,1912.201441,1924.538224,0.629175958,4.749661643,45.15262757,32.26068882,0,-7.648805763,0.746375401,-4.940881787,1.09797373,-12.27509957,0.6723547,36.51687912,0.404029659,0.465713577,1.609950245,0.647681133,-0.002251463,-0.026215665,0.016037819,0.062917596,75.25437928,4.761998426,6.230075661,0.317672175,0,0.521229102,0.004280864,0.351598329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
134,LL-M70,D2,71,326,3543.977,4016,4448,0.20359987,0,18.18032903,120.3765655,1208.719423,2724.57247,1971.599715,123.3488264,52.01456534,52.01456534,6588.51161,0.455746668,81.24179729,6.687586972,2.77906392,27.19618702,1570.344496,1550.529424,0.310601262,2.88309305,40.2245972,36.21204501,0,-6.142672478,0.166941986,-2.80383276,-0.500330581,-4.686264649,0.708388842,34.52776385,0.182794044,0.046664496,0.951123481,0.663804929,-0.001089829,-0.025908207,0.003398285,0.063408232,68.85737698,4.369223489,5.795908709,0.0014465,0,0.663804929,-0.000479525,0.289300059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
135,LL-M71,D2,74,329,3577,4050,4474.023,0.07073549,0,20.70807086,133.7823389,1522.350753,2993.443906,1753.009959,147.6218912,50.43747951,50.43747951,7329.836961,0.371105032,74.83609765,13.01943069,3.352247114,29.98569666,1691.500837,1732.506918,0.261413766,3.013946946,39.98092888,14.55715872,0,-6.407200141,0.246549061,-5.740851326,1.430087071,-3.987841368,0.481308875,38.64823125,0.197341764,0.028345453,0.861127699,0.661223055,-0.001214805,-0.03183097,0.00363929,0.049053524,74.32352163,4.469662818,5.740851326,1.137918745,0,0.478233419,0.000763738,0.301394695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
136,LL-M72,D2,77,332,3613,4088,4499,0.01986788,0,20.55847513,125.3695124,1338.691404,3012.055658,1806.170941,166.273972,68.52825043,68.52825043,7384.05179,0.600286225,104.6516693,12.21821519,4.977594624,30.54553798,1710.550127,1710.550127,0.531226747,4.515427354,45.52613226,21.14282455,0,-6.693457018,0.276237909,-2.820814029,1.57774344,-0.195491443,0.541851282,38.19520314,0.435605933,0.33148549,2.374583561,0.770278784,-0.000141838,-0.019974126,0.02363959,0.054716355,77.02787839,4.823538867,6.002862247,0.114213751,0,0.706531574,0.003994825,0.339453892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
137,LL-M73,D2,80,335,3650,4127,4520,0.069185156,0,19.93306602,118.5340091,1417.569987,2854.492465,1727.209847,133.5321899,43.15605557,43.15605557,7112.040547,0.373986894,69.66896863,8.757002307,3.067369869,31.73808571,1582.066163,1591.742408,0.238035643,2.578719464,39.0920324,15.96580531,0,-6.192797211,0.379308829,-3.80760266,-0.079829027,-10.45034529,0.580574739,36.62458976,0.162077115,0.002631939,0.914405213,0.638632212,-0.000132565,-0.021142597,0.003618916,0.058057474,75.47471601,4.334958048,5.563841244,-0.215780278,0,0.667660949,-0.000527355,0.276740625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
138,LL-M74,D2,83,338,3686,4164,4539.023,0.128463842,0,21.48153655,129.7399732,1782.329469,3041.445274,1718.522924,147.1804287,64.65729814,64.65729814,7231.408345,0.484929736,71.88870649,11.18741409,3.760332339,28.58533181,1663.223919,1624.939993,0.279472664,2.841518103,41.77201762,37.30555952,0,-5.317212018,0.37943625,1.318668581,-0.101239717,-7.316483737,0.570005128,38.45407732,0.212688481,0.023650959,1.403743973,0.791201148,0.00100389,-0.015441184,-0.000326264,0.051470612,76.1424761,4.466458095,5.657513587,-0.154837214,0,0.735902143,0.000995382,0.283726433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
139,LL-M75,D2,86,341,3726.977,4201,4560,0.139120871,0,19.6887323,117.939839,1752.249036,3167.527104,1824.457101,167.0413229,40.29210009,40.29210009,7124.529048,0.572850646,92.90770988,7.317083887,4.395064203,26.28373554,1728.179681,1708.924197,0.601733872,4.448016784,43.56553235,48.62009688,0,-6.017338723,0.198812871,-4.529852591,0.073652226,1.126445809,0.659500324,37.78888718,0.376444711,0.227696097,1.270861938,0.68838355,-0.001915921,-0.018244571,0.011986539,0.057285065,80.39164534,4.486527752,5.728506464,0.354782291,0,0.625803227,0.003624845,0.335526807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
140,LL-M76,D2,89,344,3765.977,4240,4579,0.140634939,0,17.28448768,108.8786625,1174.982233,2912.504223,1637.716549,154.2447719,44.05049222,44.05049222,6578.085862,0.391055863,67.595503,7.893703035,3.906022019,28.89821168,1610.496883,1642.25316,0.396046135,2.681137065,37.97143356,23.04598357,0,-5.716129784,0.287167472,-4.187291897,-0.48088076,-4.282560727,0.521710258,34.11531426,0.212767053,0.088917574,0.603369255,0.594296033,-0.00136552,-0.025223557,0.001946206,0.051717365,69.41014737,3.892412186,4.899539815,-0.021049875,0,0.453207433,0.000124757,0.266299062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
141,LL-M77,D2,92,347,3811,4279,4595,0.09596842,0,18.50160413,114.4238859,1199.605255,2745.250488,1610.239362,136.1090578,31.65112327,31.65112327,6505.551576,0.393101414,57.67332958,4.106341066,2.592992898,17.44041486,1439.526306,1425.684707,0.341426111,2.509943303,38.98717079,19.70120938,0,-6.04416494,0.382950908,-5.859610285,1.061189264,-1.707130555,0.479842102,34.55785908,0.206701213,0.057211943,0.04798421,0.682852222,-0.000945843,-0.022146559,0.001702517,0.045538861,67.36244894,3.838736817,4.936837012,-0.217313106,0,0.440162851,7.34E-05,0.268065636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
142,LL-M78,D2,95,350,3858,4316,4619,0.109873664,0,20.0555421,114.6716402,1266.665817,3152.270612,1789.645264,170.3281685,52.2979447,52.2979447,7005.045804,0.427979511,69.09086272,8.396459011,3.512118855,30.75502986,1636.110013,1693.685732,0.338257349,3.152270612,37.18431848,50.37875407,0,-6.093430254,0.24997458,-3.344189675,-1.271463793,-2.331816617,0.585353142,36.46462199,0.202954409,0.066212077,0.92600948,0.666918744,-0.000333459,-0.018808068,0.004068684,0.05325754,75.32823227,4.044694255,5.133834938,-0.278762439,0,0.484595634,0.000405429,0.268206891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
143,LL-M79,D2,98,353,3907,4353,4635,0.113617343,0,20.84631252,122.5091352,1264.610428,3042.968842,1852.456682,177.341853,51.37479864,51.37479864,6668.844054,0.42976995,64.71248675,8.694196693,3.141766532,28.50313348,1704.260147,1644.981533,0.368515383,2.914531846,36.35754981,59.27861381,0,-6.22425445,0.332948214,-7.508624416,-0.373949255,-7.607422106,0.523627755,35.56716829,0.215872952,0.05730266,0.622425445,0.62736533,-6.82E-05,-0.021982486,0.001348588,0.049398845,73.60427882,3.986486779,5.038682174,-0.235138501,0,0.492506483,-0.001007736,0.281573416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
144,LL-M80,D2,101,356,3958,4391,4650,0.067008036,0,18.95004343,118.2243701,1792.571676,3393.082101,1668.79887,204.8653344,52.49674195,52.49674195,7170.286705,0.439606863,52.49674195,17.84035621,3.358937879,27.57145959,1937.684621,1890.736316,0.435338836,3.008959599,41.01574716,49.08231971,0,-5.249674195,0.175415943,-3.482710685,-0.19504887,-0.900553866,0.50362728,37.2598827,0.25949609,0.058898784,1.229192007,0.71702867,0.001088347,-0.019760969,0.003166877,0.041058427,84.08014767,4.396068635,5.463075585,-0.023730235,0,0.507895308,-0.000426803,0.278702215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
145,LL-M81,D2,104,359,4014.977,4428,4668,0.079812887,0,16.5658144,112.7589047,1744.746838,3401.328278,1707.624565,233.8703209,28.16652476,28.16652476,7192.440424,0.384215527,58.00355181,14.70970074,3.54981737,28.07371907,1897.876215,1823.631669,0.59395637,2.76560935,41.80896014,44.73233915,0,-6.032369388,0.348021311,-2.264458662,0.742445463,-4.347946243,0.501150688,36.75105042,0.214845156,0.081669001,1.002301375,0.816690009,-0.001522013,-0.024036672,0.000617158,0.03934961,84.91719984,4.329385107,5.429132449,-0.02236617,0,0.51507154,0.000146169,0.285377475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
146,LL-M82,D2,107,362,4072.954,4466,4683.023,0.147141172,0,18.17381053,120.8808498,1713.173424,2955.328363,1800.707832,166.3153762,58.35627234,58.35627234,6836.020474,0.450176958,60.44042492,12.33818329,2.838615819,27.01061748,1579.787658,1654.817151,0.450176958,2.705230053,37.47306345,52.5206451,0,-5.25206451,0.216751869,-0.041474636,-0.365560363,-3.914038552,0.521038146,34.59693288,0.158395596,0.087534409,1.046244597,0.712780184,-0.000979552,-0.0196744,0.00196744,0.044184035,70.0275268,3.830672448,4.710184838,-0.135053087,0,0.50019662,-0.000209249,0.269272514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
147,LL-M83,D2,110,365,4137.977,4503,4702.023,0.173219432,0,17.19137577,116.2049957,1749.603307,3129.265616,1954.158917,188.8875212,58.32011022,58.32011022,6528.370547,0.443929197,69.6359525,11.70754451,3.555785825,26.02643725,1501.525226,1484.116238,0.393443132,2.711449901,39.34431316,71.37685132,0,-5.5708762,0.213260105,-7.181207602,-0.530974138,-4.17815715,0.55708762,34.46979649,0.224140722,0.092702862,0.818222442,0.79210896,-0.002332804,-0.022065892,0.001984625,0.045698594,73.55297483,3.886556599,4.961561616,0.363412627,0,0.517917397,0.000739882,0.286813079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
148,LL-M84,D2,113,368,4205,4540,4724,0.115388381,0,19.91380123,130.7424801,1782.006045,2559.016514,1963.46358,135.8605131,48.85395163,48.85395163,6606.915363,0.474581244,81.88852844,6.793025655,2.628807873,25.86933058,1540.062666,1586.590239,0.535067089,3.349985254,37.22205838,63.74277498,0,-5.862474195,0.388505234,-2.870751253,-0.986384547,-3.764080654,0.553678118,35.31442789,0.174943674,0.27125575,-0.011492311,0.674649808,-0.001674993,-0.023217259,0.00632775,0.050715055,65.13860217,3.671025508,4.615535239,-0.305686154,0,0.479234002,-6.33E-05,0.301033397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
149,LL-M85,D2,116,371,4279,4577,4744,0.170110772,0,22.3069786,127.1818744,1673.023395,2178.541255,1652.963162,107.9240511,38.03420092,38.03420092,6379.153952,0.405216698,75.82767905,6.018069766,2.423276092,27.3621572,1331.999442,1307.927162,0.43731307,2.936818046,35.70721394,56.97106045,0,-5.055178603,0.429288977,-7.141442789,0.314143242,-6.058190231,0.549650372,33.01914278,0.164092702,0.113942121,-0.774324977,0.553662418,-0.001336011,-0.016449391,0.00274424,0.048946967,59.37828836,3.578745487,4.533612557,-0.081845749,0,0.469409442,0.000394785,0.289268553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
150,LL-M86,D2,119,374,4376.977,4616,4768,0.186387268,0,26.8852064,134.2156626,1809.176644,2250.952336,1779.724931,122.4349775,54.69603806,54.69603806,6815.96782,0.44598308,86.25144464,6.81596782,3.062978131,30.41941194,1422.09699,1392.645277,0.441775692,3.155540657,40.30677266,63.95229066,0,-5.34338218,0.28021201,-5.175086678,0.597449031,-0.862514446,0.580619481,36.18353287,0.167454024,0.132532708,0.172923628,0.68580417,-0.00140106,-0.019101539,0.002343515,0.053854561,61.00711938,3.875003927,4.964717301,0.179234709,0,0.534338218,-0.00046702,0.317237021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
151,LL-M87,D2,122,377,4586,4674,4805,0.137004282,0,25.33842626,132.0937338,1841.455397,2126.267165,1807.081563,119.8173645,29.41418087,29.41418087,6972.97777,0.415923392,89.3719686,3.486488885,2.61241139,31.91856021,1394.595554,1448.611579,0.408066516,3.344083001,40.21738587,65.31028475,0,-6.138184657,0.079059818,-0.982109545,0.034226518,-8.39703661,0.633460657,36.87821342,0.164503349,0.173833389,-0.628550109,0.790598184,-0.002160641,-0.02519111,0.006580134,0.062363956,62.36395611,3.967722562,5.057864157,0.00824972,0,0.633460657,-0.000181199,0.357487874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
152,LL-M88,D2,125,380,4630,4721,4825,0.284938722,0,23.25602808,131.1556178,1885.623899,2317.222258,1868.862797,116.0706266,70.81565308,70.81565308,6494.926762,0.435788634,86.73869933,4.44169185,2.799103921,29.2481218,1416.313062,1416.313062,0.498642764,3.021188513,41.52562852,70.81565308,0,-5.279746916,0.022124654,-9.972855286,-0.649492676,-2.828435848,0.662063502,34.94689625,0.126546315,0.15964949,-0.220408482,0.737488458,-0.000741679,-0.019442878,0.003674871,0.061597047,61.59704735,3.87600468,5.112135903,-0.403104487,0,0.800342588,-0.000431598,0.334802999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
153,LL-M89,D2,128,383,4657,4768,4844,0.176765811,0,25.09069216,127.3384043,1905.887301,2287.064761,1700.637899,113.5154854,48.58965426,48.58965426,7288.44814,0.407147793,105.9757115,8.335638964,3.64422407,28.94435439,1667.127793,1591.730053,0.473330253,3.384520745,42.30650932,98.85481385,0,-5.319729389,0.138648065,-3.912304921,-0.808431317,-4.017024003,0.590615625,37.40565626,0.160010758,0.134459302,0.171739295,0.804242553,1.55E-05,-0.022409884,0.004272539,0.054453923,66.18246012,4.314426198,5.529167554,-0.249231416,0,0.678579654,-0.000345573,0.347248477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
154,LL-M90,D2,131,386,4696,4822,4877,0.215469605,0,24.54380885,122.5293703,1836.043815,2181.2504,1634.98943,111.5282813,53.48805329,53.48805329,6714.457754,0.447630517,90.66414707,7.359349177,3.118239703,27.92000512,1729.826404,1729.826404,0.493152264,3.141000576,37.93478957,72.45544808,0,-4.741848696,0.455217475,-5.879892383,-0.244300045,-4.703913907,0.675239254,35.96218051,0.169189161,0.126322849,0.279579399,0.698000128,-0.001589468,-0.017867286,0.002499903,0.05955762,63.35109858,4.134892063,5.27293575,-0.255301134,0,0.701793607,4.25E-05,0.317514189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
155,LL-M91,D2,134,389,4748,4846,4920,0.192954911,0,24.66796123,126.3665499,1804.695937,2122.504026,1619.307885,113.8812321,58.26481641,58.26481641,6848.007643,0.427527549,74.15522089,6.129156012,3.272666636,30.00259702,1676.059329,1687.409618,0.457794986,2.81865508,36.66143318,79.45202238,0,-4.842789936,0.188793139,-2.353293234,-1.373384958,0.326509978,0.639399609,34.50487829,0.179712908,0.111232831,0.239869439,0.745335639,-0.000688584,-0.020544023,0.003325635,0.06129156,60.15653123,3.896932526,4.956292825,0.090423968,0,0.756685927,-0.000160039,0.301160999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
156,LL-M92,D2,137,392,4794,4858,4945,0.111442488,0,23.68666914,127.8915643,1751.826572,1895.755985,1603.784889,107.3302195,46.879866,46.879866,6702.998384,0.431788239,57.98299216,3.211682048,2.545494478,29.40272297,1550.325393,1513.314973,0.431788239,2.755220195,34.46081378,75.66574863,0,-5.140336184,0.392310458,-4.482373153,-1.204894802,-4.605741221,0.489360005,34.7486726,0.197388909,0.128714018,-0.128302791,0.616840342,-0.0013406,-0.023522178,0.002245299,0.048113547,56.74931147,3.429632302,4.400127774,-0.298139499,0,0.493472274,-0.000158734,0.275522019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
